Id,Nom,Code,AreaNumber,CityId,CommuneId,ZoneId,a_geom
6352e681-eb80-4543-8c34-13bcd71826d8,Cimetière d' Ambouli,CA,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,f
5a13ea8c-e165-4fbe-b251-84e10c0568f0,Cite Barwaqo,CB,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,24adc8fc-0e87-444d-b21f-56fab82f7104,,f
a120e7f0-e431-4e5e-ac9a-bb1ba3f03c23,CITE C. MOUSSA,CJ,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,24adc8fc-0e87-444d-b21f-56fab82f7104,,f
6926b403-7e07-4fae-bc6e-7956d00e70f6,Cité d' Arhiba,CR,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,f
082ad830-f2e7-4c53-b132-5bc9df0b1242,Cité du Stade,CU,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,f
e06ebf26-5a3a-478f-ad94-e5be0ddca1ee,Cité F.N.P.,CF,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,f
657027a3-4f4f-47e9-9ea4-b65bac253528,Cité Gachamaleh,CG,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,f
e53ca92f-b4f1-4fd3-a248-7d3fcf48f113,Cité Hache,CH,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,f
d9e734e8-8be9-4ea2-aecb-e7e69006ef7a,CITE HAYABLEY,CY,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,24adc8fc-0e87-444d-b21f-56fab82f7104,,f
c61c5f31-6a65-462d-854f-1ab3a57516b0,CITE HODAN,CN,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,24adc8fc-0e87-444d-b21f-56fab82f7104,,f
f8d7bfe3-1974-411b-b0ea-d54fecf586a2,Cité Luxembourg,CL,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,24adc8fc-0e87-444d-b21f-56fab82f7104,,f
3ad79a0c-6382-487b-8440-4b4832a509fa,Cité Makka al Moukarama,CK,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,f
6d0878aa-cba1-4621-9f11-6f57909e1c98,Cité Poudrière,CP,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,f
a273b5c0-952c-48dd-a05e-a4436126fc96,Cité Progrès,CO,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,f
1e912a31-2f0b-462a-8c25-f8a166172a46,Cité Saoudienne,CS,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,f
e9b1da08-7dee-499e-8993-042ce6cac1d6,Cité Wadagir 1,CW,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,f
a5e12271-65e4-4e23-ad1f-cf7efbb42a2e,Cité Wadagir 2,CT,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,f
241bddcf-1f4c-49ee-9b34-4354f363776b,Cité Willo,CE,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,f
42a60c14-977f-47d4-8945-ec7b6f00846c,Djebel,DJ,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,f
2b28f32d-f58b-4740-97ef-fe2452598807,DRY PORT,DP,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,f
7286cbaa-f32b-453f-a640-7b1f771a2f86,Einguela,Ein,103,dae98fb9-6113-4bd2-8730-19f2ee3bb759,,,t
133247f4-19d6-4506-a7a2-7164dea3013b,Gabode 1,GA,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,f
8d5ee9f2-36b7-41c7-b047-79dd29030783,Gabode 2,GB,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,f
f6abc27d-b54c-4186-928f-ab15f8b30e94,Gabode 3,GO,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,f
378376ea-8f8a-4f15-bdd2-3e078ed45de7,Gabode 4,GD,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,f
fd4b2d25-4645-4a63-98bc-c205a009803b,Gabode 5,GE,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,f
9b4fcb01-b4ba-4b81-a493-c781e4844b2d,Guelleh Batal,GT,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,f
70b45b03-e4f3-40f7-81ab-fed2ce07a411,Haramous,HA,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,f
c542bc30-5d2a-4337-93df-4b51d876d05f,HAYABLEH,HY,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,24adc8fc-0e87-444d-b21f-56fab82f7104,,f
3c0954d9-f1ed-41ce-b431-b34c0f1be12f,Héron,HE,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,459d6b09-f27d-4d5b-a020-c0d7e23b68f2,,f
c4a325d9-3cfb-43a2-855b-5ac542b6f9bd,Ilôt du Héron,ID,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,459d6b09-f27d-4d5b-a020-c0d7e23b68f2,,f
42578684-b4ba-4367-a8c7-152012bde06a,La Plaine,LP,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,459d6b09-f27d-4d5b-a020-c0d7e23b68f2,,f
82096341-426c-47d9-b5ff-68e2d99e8b86,Les Salines Ouest,LS,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,f
af9d4b44-68ab-4e2b-a4c8-690958442efb,Lotissement 55 Logements,LL,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,24adc8fc-0e87-444d-b21f-56fab82f7104,,f
5338a704-c7a5-4a24-bccf-c7e640d05760,Lotissement d' Ambouli,LD,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,f
24c56b28-0888-46fe-99b7-80e20f537949,Lotissement de l'Aérogare,LE,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,f
f76b152b-4992-4671-bd6b-4f721a5cebe1,Lotissement de la République,LA,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,459d6b09-f27d-4d5b-a020-c0d7e23b68f2,,f
83b15506-8088-4ea3-a1d7-58569f25ee38,Lotissement de l' Aviation,LV,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,f
5514b90e-12b4-45fc-a33d-3bf50da6dad8,Lotissement du Bourakibir,LU,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,f
9bead72a-a2b0-44d4-bae9-071d8ff2fb91,Lotissement du Quartier 7 Sud,LQ,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,f
42513af6-59a7-4a05-b741-dea68fe42709,Marabout,MA,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,459d6b09-f27d-4d5b-a020-c0d7e23b68f2,,f
612752e9-fc66-4700-9016-8765e5f6465d,MIDJADHERE,MI,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,24adc8fc-0e87-444d-b21f-56fab82f7104,,f
0518b057-a4e1-44a4-b12b-185b8477afdb,Palmeraie,PA,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,f
8930b9a5-3bc1-43de-be75-cb7e433a4b2b,PHARE DE BALBALA,PE,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,24adc8fc-0e87-444d-b21f-56fab82f7104,,f
bbda0d75-3d4e-4c20-82ac-6d37e4713c6c,PK12,PK,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,24adc8fc-0e87-444d-b21f-56fab82f7104,,f
9425251a-7244-42f7-bcf6-33a19de16f87,Plateau du Serpent,PD,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,459d6b09-f27d-4d5b-a020-c0d7e23b68f2,,f
39d30770-cdaf-42f2-998f-3ace877f80d0,Pompage,PO,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,24adc8fc-0e87-444d-b21f-56fab82f7104,,f
7db00ec7-10c3-4475-897c-b689f11b5e18,Quarawil,QU,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,24adc8fc-0e87-444d-b21f-56fab82f7104,,f
3c6133f0-9733-44d8-9d03-576a21ea093b,Quartier 1,QR,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,f
a6668e0a-2bed-442b-af6f-a5d4b13660e4,Quartier 2,QT,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,f
43432c44-abae-4cad-86c9-b3de3e25ded4,Quartier 3,QI,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,f
f39b6559-cad1-44b3-bc79-f90e12da53ff,Quartier 4,QE,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,f
8ce8640d-8ccf-4f6a-80bb-35e2d3e2190c,Quartier 5,QB,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,f
c4ad6eaa-4d1b-4222-aae7-4afc8d731c69,Quartier 6,QC,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,f
deadd2cc-fefc-403b-af2a-b7fcb9b6769f,Quartier 7,Q7,101,dae98fb9-6113-4bd2-8730-19f2ee3bb759,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,a0000000-0000-4000-8000-000000000001,t
c37cd747-37c2-42d0-b8c5-e5371598281b,Quartier 7 Bis,QD,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,f
483bac23-25a4-4906-a700-121f236f3e21,Quartier Ali,QA,121,9bc8584e-b99c-439d-91c3-94f167328cf4,,,f
bdcea81c-759f-4609-9e70-5ad7907372dc,Quartier Brière de l'Isle,QL,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,f
13c138f0-96a6-45ba-9120-b0c457cd0f3d,Quartier Shell,QS,,9bc8584e-b99c-439d-91c3-94f167328cf4,,,f
d4c274fd-2e9a-4873-ba84-a3f4834938fc,T3,TA,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,24adc8fc-0e87-444d-b21f-56fab82f7104,,f
578d2c93-b7a0-4373-bb49-72f01df01c0f,Wadagir,WA,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,f
b25a0133-a147-4963-a91f-d85c0cfed192,WAHLADABA N.,WN,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,24adc8fc-0e87-444d-b21f-56fab82f7104,,f
07f69413-5f13-4220-a6f7-002779b51b44,Wahladaba Sud,WS,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,24adc8fc-0e87-444d-b21f-56fab82f7104,,f
d0fc3bac-5549-4e23-bfb3-84705db1d6ad,Zone Industrielle Sud,ZI,,dae98fb9-6113-4bd2-8730-19f2ee3bb759,9598edd5-42d3-4ee0-bfd6-ad876b2063c8,,f
