source,ogc_fid,nom,type_revet,etat_chaus,longueur_m,lon,lat
voierie_tertiaire_non_bitumee,1071,,,,28,43.150254,11.584340
voierie_tertiaire_non_bitumee,1072,,,,111,43.150935,11.583768
voierie_tertiaire_non_bitumee,1073,,,,84,43.151550,11.583999
voierie_tertiaire_non_bitumee,1074,,,,91,43.151997,11.584079
voierie_tertiaire_non_bitumee,1075,,,,45,43.151883,11.583885
voierie_tertiaire_non_bitumee,1076,,,,39,43.151817,11.584257
voierie_tertiaire_non_bitumee,1077,,,,49,43.149691,11.590744
voierie_tertiaire_non_bitumee,1081,,,,80,43.143708,11.581163
voierie_tertiaire_non_bitumee,1083,,,,110,43.144176,11.583803
voierie_tertiaire_non_bitumee,1084,,,,40,43.144753,11.584027
voierie_tertiaire_non_bitumee,1091,,,,136,43.132234,11.564321
voierie_tertiaire_non_bitumee,1092,,,,201,43.131436,11.565021
voierie_tertiaire_non_bitumee,1093,,,,109,43.132707,11.567224
voierie_tertiaire_non_bitumee,1094,,,,113,43.133346,11.567564
voierie_tertiaire_non_bitumee,1097,,,,32,43.134440,11.566862
voierie_tertiaire_non_bitumee,1098,,,,72,43.135002,11.567308
voierie_tertiaire_non_bitumee,1099,,,,41,43.134175,11.568992
voierie_tertiaire_non_bitumee,1100,,,,45,43.133792,11.569224
voierie_tertiaire_non_bitumee,1102,,,,102,43.154409,11.603489
voierie_tertiaire_non_bitumee,1103,,,,111,43.154042,11.603532
voierie_tertiaire_non_bitumee,1104,,,,127,43.153650,11.603570
voierie_tertiaire_non_bitumee,1105,,,,61,43.153343,11.603955
voierie_tertiaire_non_bitumee,1108,,,,40,43.140169,11.559866
voierie_tertiaire_non_bitumee,1109,,,,27,43.140210,11.559738
voierie_tertiaire_non_bitumee,1110,,,,356,43.141002,11.561346
voierie_tertiaire_non_bitumee,1111,,,,52,43.140580,11.562350
voierie_tertiaire_non_bitumee,1112,,,,92,43.139933,11.562237
voierie_tertiaire_non_bitumee,1113,,,,120,43.139551,11.561971
voierie_tertiaire_non_bitumee,1114,,,,248,43.133669,11.579032
voierie_tertiaire_non_bitumee,1115,,,,126,43.132464,11.578051
voierie_tertiaire_non_bitumee,1153,,,,114,43.143263,11.573668
voierie_tertiaire_non_bitumee,1155,,,,43,43.143387,11.573870
voierie_tertiaire_non_bitumee,1157,,,,105,43.144043,11.573943
voierie_tertiaire_non_bitumee,1158,,,,106,43.144709,11.574026
voierie_tertiaire_non_bitumee,1160,,,,35,43.145064,11.574247
voierie_tertiaire_non_bitumee,1161,,,,27,43.144541,11.574131
voierie_tertiaire_non_bitumee,1177,,,,321,43.143963,11.577450
voierie_tertiaire_non_bitumee,1184,,,,141,43.144279,11.577265
voierie_tertiaire_non_bitumee,1186,,,,149,43.144709,11.581288
voierie_tertiaire_non_bitumee,1188,,,,77,43.143798,11.577339
voierie_tertiaire_non_bitumee,1189,,,,37,43.143927,11.577010
voierie_tertiaire_non_bitumee,1190,,,,15,43.143675,11.576994
voierie_tertiaire_non_bitumee,1191,,,,65,43.143677,11.576698
voierie_tertiaire_non_bitumee,1200,,,,57,43.144507,11.576832
voierie_tertiaire_non_bitumee,1201,,,,81,43.144776,11.577225
voierie_tertiaire_non_bitumee,1202,,,,33,43.145352,11.577166
voierie_tertiaire_non_bitumee,1206,,,,22,43.143152,11.573538
voierie_tertiaire_non_bitumee,1207,,,,54,43.139672,11.572912
voierie_tertiaire_non_bitumee,1209,,,,49,43.139562,11.576596
voierie_tertiaire_non_bitumee,1210,,,,49,43.139412,11.576559
voierie_tertiaire_non_bitumee,1212,,,,52,43.138604,11.577265
voierie_tertiaire_non_bitumee,1213,,,,22,43.137101,11.576440
voierie_tertiaire_non_bitumee,1214,,,,96,43.144815,11.578706
voierie_tertiaire_non_bitumee,1216,,,,91,43.145235,11.578795
voierie_tertiaire_non_bitumee,1217,,,,34,43.145102,11.579002
voierie_tertiaire_non_bitumee,1218,,,,84,43.144170,11.578565
voierie_tertiaire_non_bitumee,1219,,,,127,43.144018,11.578339
voierie_tertiaire_non_bitumee,1220,,,,88,43.144351,11.578208
voierie_tertiaire_non_bitumee,1221,,,,89,43.144424,11.578629
voierie_tertiaire_non_bitumee,1222,,,,45,43.144495,11.578041
voierie_tertiaire_non_bitumee,1223,,,,85,43.144590,11.577505
voierie_tertiaire_non_bitumee,1224,,,,106,43.144977,11.576854
voierie_tertiaire_non_bitumee,1225,,,,74,43.144770,11.577566
voierie_tertiaire_non_bitumee,1226,,,,15,43.144604,11.577772
voierie_tertiaire_non_bitumee,1227,,,,26,43.144811,11.578180
voierie_tertiaire_non_bitumee,1229,,,,65,43.145530,11.578548
voierie_tertiaire_non_bitumee,1230,,,,19,43.145692,11.578794
voierie_tertiaire_non_bitumee,1231,,,,18,43.145824,11.579076
voierie_tertiaire_non_bitumee,1232,,,,63,43.145453,11.578970
voierie_tertiaire_non_bitumee,1233,,,,57,43.145331,11.578976
voierie_tertiaire_non_bitumee,1234,,,,44,43.144510,11.578867
voierie_tertiaire_non_bitumee,1235,,,,17,43.144583,11.578733
voierie_tertiaire_non_bitumee,1236,,,,10,43.144804,11.578604
voierie_tertiaire_non_bitumee,1237,,,,25,43.144779,11.578387
voierie_tertiaire_non_bitumee,1238,,,,7,43.144686,11.578322
voierie_tertiaire_non_bitumee,1239,,,,200,43.143376,11.577853
voierie_tertiaire_non_bitumee,1240,,,,334,43.143124,11.577178
voierie_tertiaire_non_bitumee,1243,,,,18,43.143309,11.575953
voierie_tertiaire_non_bitumee,1244,,,,11,43.143257,11.575963
voierie_tertiaire_non_bitumee,1245,,,,14,43.143298,11.575774
voierie_tertiaire_non_bitumee,1249,,,,26,43.142271,11.576749
voierie_tertiaire_non_bitumee,1250,,,,217,43.142396,11.577528
voierie_tertiaire_non_bitumee,1253,,,,62,43.143989,11.577241
voierie_tertiaire_non_bitumee,1254,,,,77,43.143908,11.577361
voierie_tertiaire_non_bitumee,1255,,,,62,43.143936,11.577462
voierie_tertiaire_non_bitumee,1257,,,,56,43.144371,11.576651
voierie_tertiaire_non_bitumee,1258,,,,39,43.144541,11.576523
voierie_tertiaire_non_bitumee,1259,,,,21,43.144467,11.576397
voierie_tertiaire_non_bitumee,1260,,,,50,43.144666,11.576612
voierie_tertiaire_non_bitumee,1261,,,,22,43.142416,11.577083
voierie_tertiaire_non_bitumee,1262,,,,158,43.137481,11.588802
voierie_tertiaire_non_bitumee,1263,,,,255,43.137803,11.588087
voierie_tertiaire_non_bitumee,1264,,,,394,43.138747,11.585831
voierie_tertiaire_non_bitumee,1265,,,,138,43.138881,11.585371
voierie_tertiaire_non_bitumee,1266,,,,575,43.139063,11.584337
voierie_tertiaire_non_bitumee,1267,,,,289,43.139333,11.582395
voierie_tertiaire_non_bitumee,1268,,,,190,43.137480,11.583558
voierie_tertiaire_non_bitumee,1269,,,,108,43.138526,11.584407
voierie_tertiaire_non_bitumee,1270,,,,142,43.137094,11.585668
voierie_tertiaire_non_bitumee,1271,,,,143,43.136665,11.585471
voierie_tertiaire_non_bitumee,1272,,,,339,43.135062,11.584300
voierie_tertiaire_non_bitumee,1273,,,,153,43.135856,11.584516
voierie_tertiaire_non_bitumee,1274,,,,313,43.137812,11.583178
voierie_tertiaire_non_bitumee,1275,,,,954,43.135144,11.578812
voierie_tertiaire_non_bitumee,1276,,,,304,43.134153,11.579775
voierie_tertiaire_non_bitumee,1277,,,,283,43.136326,11.578248
voierie_tertiaire_non_bitumee,1278,,,,283,43.136992,11.579170
voierie_tertiaire_non_bitumee,1279,,,,171,43.135504,11.580424
voierie_tertiaire_non_bitumee,1280,,,,201,43.136428,11.582294
voierie_tertiaire_non_bitumee,1281,,,,374,43.136423,11.582808
voierie_tertiaire_non_bitumee,1282,,,,88,43.136457,11.583479
voierie_tertiaire_non_bitumee,1283,,,,94,43.138086,11.584259
voierie_tertiaire_non_bitumee,1284,,,,38,43.138439,11.583716
voierie_tertiaire_non_bitumee,1285,,,,55,43.137419,11.583297
voierie_tertiaire_non_bitumee,1286,,,,101,43.136538,11.581537
voierie_tertiaire_non_bitumee,1287,,,,118,43.136157,11.581929
voierie_tertiaire_non_bitumee,1288,,,,152,43.136163,11.581400
voierie_tertiaire_non_bitumee,1289,,,,125,43.135011,11.582899
voierie_tertiaire_non_bitumee,1290,,,,58,43.134897,11.582641
voierie_tertiaire_non_bitumee,1291,,,,118,43.134906,11.583330
voierie_tertiaire_non_bitumee,1292,,,,48,43.134296,11.582646
voierie_tertiaire_non_bitumee,1293,,,,235,43.135735,11.589425
voierie_tertiaire_non_bitumee,1294,,,,181,43.137392,11.589835
voierie_tertiaire_non_bitumee,1295,,,,151,43.138690,11.590683
voierie_tertiaire_non_bitumee,1296,,,,525,43.142894,11.590083
voierie_tertiaire_non_bitumee,1297,,,,276,43.142821,11.592885
voierie_tertiaire_non_bitumee,1298,,,,815,43.132675,11.577259
voierie_tertiaire_non_bitumee,1299,,,,676,43.132178,11.575498
voierie_tertiaire_non_bitumee,1300,,,,167,43.133936,11.575310
voierie_tertiaire_non_bitumee,1301,,,,107,43.132879,11.576476
voierie_tertiaire_non_bitumee,1302,,,,342,43.130293,11.570039
voierie_tertiaire_non_bitumee,1303,,,,160,43.150514,11.611811
